"_id",art_title,error,tool_name,tool_price,tool_star,url,part number,item weight,product dimensions,item model number,item package quantity,number of pieces,measurement system,included components,batteries included?,batteries required?,package dimensions,warranty description,size,number of handles,california residents,color,brand,manufacturer part number,oem part number,usage,style,material,certification,power source,batteries,voltage,torque,plug format,battery cell type,model,folding,head style,wattage,special features,pattern,national stock number,discontinued by manufacturer,assembled diameter,finish,handle material,cover included,shape,installation method,thickness,cutting diameter,blade length,type of bulb,vehicle service type,handle/lever placement,grit description,exterior,capacity description,tool tip description,accessory connection type,horsepower
5b6a88729fc5af34f8f3dfd7,"Capri Tools C099 4 lb Deadblow Hammer, Orange PU",0,Capri Tools,$29.99,4.5 out of 5 stars,https://www.amazon.com/Capri-Tools-C099-Deadblow-Hammer/dp/B016CB4THU/ref=sr_1_62/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-62&keywords=hammer,10099,3.53 pounds,16 x 3.8 x 1.5 inches,C099,1,,,,No,No,,10 Year Warranty,4 lb,,Click here for Proposition 65 warning,,,,,,,Polyurethane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88729fc5af34f8f3dfd8,Estwing Framing Hammer - 22 oz Long Handle Straight Rip Claw with Milled Face & Shock Reduction Grip - E3-22SM,0,Estwing,$26.97,4.7 out of 5 stars,https://www.amazon.com/Estwing-Framing-Hammer-Straight-Reduction/dp/B0000224V9/ref=sr_1_63/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-63&keywords=hammer,E3-22SM,2.13 pounds,16 x 5.8 x 1.5 inches,E3-22SM,1,,Metric,Claw Hammer,No,No,,,Milled Face,,Click here for Proposition 65 warning,Multicolor,,,,,Milled Face,Steel,,,,,,,,,,,,,solid,5120-01-069-5686,,,,,,,,,,,,,,,,,,,
5b6a88729fc5af34f8f3dfd9,Estwing Drilling/Crack Hammer - 3-Pound Sledge with Forged Steel Construction & Shock Reduction Grip - B3-3LB,0,Estwing,$24.97,4.7 out of 5 stars,https://www.amazon.com/Estwing-Drilling-Crack-Hammer-Construction/dp/B00002N5NI/ref=sr_1_64/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-64&keywords=hammer,EB3/3LB,3.5 pounds,11 x 2.7 x 1.3 inches,B3-3LB,1,,,,No,No,,Lifetime,3 lbs (Pounds),,Click here for Proposition 65 warning,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88739fc5af34f8f3dfda,TopBuilt 16 Ounce Curve Claw Hammer Tubular Steel Handle 25059,1,TopBuilt,,,https://www.amazon.com/TopBuilt-Ounce-Hammer-Tubular-Handle/dp/B072C35DW9/ref=sr_1_65/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-65&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88739fc5af34f8f3dfdb,"Bastex Rock Hammer Pick, 11 Inch, 20 oz. Pointed Tip Geological Hammer",1,Bastex,,4.8 out of 5 stars,https://www.amazon.com/Bastex-Rock-Hammer-Pointed-Geological/dp/B079P78VL7/ref=sr_1_66/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-66&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88739fc5af34f8f3dfdc,"STANLEY FMHT56019 FATMAX Sledge Hammer, 10-Pound",0,Stanley,$37.99,4.9 out of 5 stars,https://www.amazon.com/STANLEY-FMHT56019-FATMAX-Sledge-10-Pound/dp/B00I33UG8C/ref=sr_1_67/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-67&keywords=hammer,FMHT56019,9.92 pounds,35.3 x 6.7 x 3 inches,FMHT56019,1,,,,,No,,Limited lifetime warranty,,1,,,,,,,,,,corded-electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88739fc5af34f8f3dfdd,Stanley 54-022 FatMax AntiVibe Brick Hammer,1,Stanley,,4.7 out of 5 stars,https://www.amazon.com/Stanley-54-022-FatMax-AntiVibe-Hammer/dp/B000F5094C/ref=sr_1_68/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-68&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88739fc5af34f8f3dfde,Stiletto Tools Inc TI14SC Titan 14 Oz Titanium Framing Hammer With Curved Handle,0,Stiletto,$91.97,4.3 out of 5 stars,https://www.amazon.com/Stiletto-TI14SC-Titanium-Framing-Hammer/dp/B000022661/ref=sr_1_69/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-69&keywords=hammer,TI14SC,2 pounds,18 x 6 x 2 inches,TI14SC,1,,,,No,No,,,,,Click here for Proposition 65 warning,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88749fc5af34f8f3dfdf,"Sturdy DamageFree Mallet with Non-Slip Fiberglass Handle For Maximum Control – Heavy-Duty Mallet For Leather, Jewelry & Woodworking Projects, Multifunctional Dual-Head Hand Tool – Small",0,Paragon Crafts,$11.99,4.2 out of 5 stars,https://www.amazon.com/DamageFree-Non-Slip-Fiberglass-Maximum-Control/dp/B072KY6RJ9/ref=sr_1_70/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-70&keywords=hammer,Small,8 ounces,,,,,,,No,No,12 x 4 x 1 inches,,Small,,,Fibreglass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88749fc5af34f8f3dfe0,SE 8325CH Chasing Hammer,0,SE,$15.48,4.3 out of 5 stars,https://www.amazon.com/SE-8325CH-Chasing-Hammer/dp/B009RLGF1Q/ref=sr_1_71/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-71&keywords=hammer,8325CH,7.8 ounces,9.8 x 1 x 1 inches,8325CH,1,1,,,No,No,,,,1,,,,,,,,Wood/ steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88749fc5af34f8f3dfe1,GreatNeck 19006 5 in 1 Hammer and Screwdriver Set,0,Great Neck,$7.98,3.5 out of 5 stars,https://www.amazon.com/GreatNeck-19006-Hammer-Screwdriver-Set/dp/B008LYCJGU/ref=sr_1_72/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-72&keywords=hammer,19006,8 ounces,9.5 x 3.6 x 0.9 inches,19006,1,,,,No,No,,,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88749fc5af34f8f3dfe2,Estwing Tinner's Hammer - 18 oz Metalworking Tool with Forged Steel Construction & Shock Reduction Grip - T3-18,0,Estwing,$37.59,4.6 out of 5 stars,https://www.amazon.com/Estwing-Tinners-Hammer-Metalworking-Construction/dp/B000V7PBJ2/ref=sr_1_73/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-73&keywords=hammer,T3-18,1.13 pounds,12.5 x 5.5 x 1.3 inches,T3-18,1,,,,No,No,,Manufacturer,18 oz (Ounces),1,,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88749fc5af34f8f3dfe3,TopBuilt 24 Ounce Ball Pein Hammer with Fiberglass Handle 25032,0,TopBuilt,$14.99,4.9 out of 5 stars,https://www.amazon.com/TopBuilt-Ounce-Hammer-Fiberglass-Handle/dp/B071VZ94JD/ref=sr_1_74/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051815&sr=1-74&keywords=hammer,43237-2,2.36 pounds,13.6 x 4.6 x 1.3 inches,,1,,,,No,No,,,,,,,,,,,,,,,,,,,,,,Ball Peen,,,,,,,,Fiberglass,,,,,,,,,,,,,,,
5b6a88759fc5af34f8f3dfe4,STANLEY 94-248 65 Piece Homeowner's DIY Tool Kit,0,Stanley,$42.99,4.5 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_tools_sr_pg3_2?ie=UTF8&adId=A01865233CLUAWN94802H&url=https%3A%2F%2Fwww.amazon.com%2FStanley-94-248-65-Piece-Homeowners-Tool%2Fdp%2FB000UHMITE%2Fref%3Dsr_1_75_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529051815%26sr%3D1-75-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529051814&id=3444972110942883&widgetName=sp_btf,94-248,7.25 pounds,16 x 11 x 3.2 inches,94-248,1,65,,,No,No,,Limited Lifetime Warranty,,,,Black,,,,,Tool kit,,,corded-electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88759fc5af34f8f3dfe5,Overpeak 16 Ounce Claw Hammer Fiberglass Non Slip Shock Reduction Grip for Household Maintenance Tools,0,Overpeak,$11.99,5.0 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_tools_sr_pg3_1?ie=UTF8&adId=A04529133OHB57TFFCSS1&url=https%3A%2F%2Fwww.amazon.com%2FOverpeak-Fiberglass-Reduction-Household-Maintenance%2Fdp%2FB01NCK7UJZ%2Fref%3Dsr_1_76_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529051815%26sr%3D1-76-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529051814&id=3444972110942883&widgetName=sp_btf,BR215020,1.6 pounds,,,1,,,,No,No,13.3 x 5.7 x 1.5 inches,,16-ounce,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88759fc5af34f8f3dfe6,,1,,,,https://www.amazon.com/gp/help/customer/display.html/ref=sr_hms_help/147-6603142-7052802?nodeId=468556&ie=UTF8&qid=1529051815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88759fc5af34f8f3dfe7,"Overpeak 8-Ounce Curve Claw Hammer with Steel Handle for Dad, Christmas, Birthday, Father's Day",0,Overpeak,$9.99,4.7 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg4_1?ie=UTF8&adId=A04524571D0AB829MIGP9&url=https%3A%2F%2Fwww.amazon.com%2FOverpeak-Framing-Construction-Reduction-Hammers%2Fdp%2FB01MTYQHHN%2Fref%3Dsr_1_73_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529051822%26sr%3D1-73-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529051821&id=1698198768681982&widgetName=sp_atf_next,BR215023,14.4 ounces,,,1,,,,No,No,11.1 x 4.7 x 1.4 inches,,8-ounce-4,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88759fc5af34f8f3dfe8,STANLEY 94-248 65 Piece Homeowner's DIY Tool Kit,0,Stanley,$42.99,4.5 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_tools_sr_pg4_2?ie=UTF8&adId=A01865233CLUAWN94802H&url=https%3A%2F%2Fwww.amazon.com%2FStanley-94-248-65-Piece-Homeowners-Tool%2Fdp%2FB000UHMITE%2Fref%3Dsr_1_74_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529051822%26sr%3D1-74-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529051821&id=1698198768681982&widgetName=sp_atf_next,94-248,7.25 pounds,16 x 11 x 3.2 inches,94-248,1,65,,,No,No,,Limited Lifetime Warranty,,,,Black,,,,,Tool kit,,,corded-electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88759fc5af34f8f3dfe9,"SE 8399-RH-ROCK 11-Inch Rock Hammer, 20 Oz.",0,SE,$17.11,4.5 out of 5 stars,https://www.amazon.com/SE-8399-RH-ROCK-11-Inch-Rock-Hammer/dp/B003JKIYJM/ref=sr_1_75/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-75&keywords=hammer,8399-RH-ROCK,1.33 pounds,11 x 7 x 1 inches,8399-RH-ROCK,1,1,,,No,No,,,20oz,1,,Multi,,,,,,Multi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88769fc5af34f8f3dfea,"Dead Blow Hammer - 1.5lb Dual Head Brass Tip, Great for Gunsmiths, TuffMan Tools",0,TuffMan Tools,$16.29,4.2 out of 5 stars,https://www.amazon.com/Dead-Blow-Hammer-Gunsmiths-TuffMan/dp/B01M0NNV50/ref=sr_1_76/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-76&keywords=hammer,B,1.45 pounds,,,,,,,No,No,13 x 4.1 x 1.4 inches,,,,,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88769fc5af34f8f3dfeb,"Neiko 02847A 2 LB Dead Blow Hammer, Neon Orange I Unibody Molded | Checkered Grip | Spark and Rebound Resistant",0,Neiko,$10.95,4.7 out of 5 stars,https://www.amazon.com/Neiko-02847A-Unibody-Checkered-Resistant/dp/B000QYC26K/ref=sr_1_77/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-77&keywords=hammer,02847A,1.8 pounds,3.9 x 13.4 x 0.2 inches,02847A,1,,,,No,No,,,2 lb,,Click here for Proposition 65 warning,Neon Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88769fc5af34f8f3dfec,Sheffield 12913 Premium 14-in-1 Hammer Tool,0,Great Neck Saw,$8.99,4.4 out of 5 stars,https://www.amazon.com/Sheffield-12913-Premium-Hammer-Tool/dp/B000NJUU94/ref=sr_1_78/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-78&keywords=hammer,12913,6.1 ounces,5.2 x 1.5 x 9.8 inches,12913,1,1,,,No,No,,,Small,,Click here for Proposition 65 warning,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88769fc5af34f8f3dfed,"TEKTON 30305 Hickory Handle Magnetic Head Rip Hammer, 22-Ounce",0,TEKTON,$16.00,4.2 out of 5 stars,https://www.amazon.com/TEKTON-30325-Jacketed-Fiberglass-Magnetic/dp/B00QNTVKGU/ref=sr_1_79/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-79&keywords=hammer,30305,2 pounds,16 x 6.2 x 1.3 inches,30305,1,,,,,No,,Always Guaranteed: support@tekton.com,22 oz. Framing,1,,,,,,,Hickory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88769fc5af34f8f3dfee,Vaughan TC2012 12-Ounce Commercial Ball Pein Hammer,0,Vaughan,$11.17,3.8 out of 5 stars,https://www.amazon.com/Vaughan-TC2012-12-Ounce-Commercial-Hammer/dp/B00018AP1K/ref=sr_1_80/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-80&keywords=hammer,TC2012,1.1 pounds,12.8 x 4 x 1.2 inches,TC2012,1,,,,No,No,,Manufacturer,Pack of 1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88769fc5af34f8f3dfef,Engraved Hammer Christmas Gift for Husband or Dad,0,TeeStars,$19.95,4.1 out of 5 stars,https://www.amazon.com/Engraved-Hammer-Christmas-Gift-Husband/dp/B01FXDDQH2/ref=sr_1_81/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-81&keywords=hammer,FBA_GhPh0tlg--WPZ-W9lZ6F,1.1 pounds,,GhPh0tlg--WPZ-W9lZ6F,1,,,,No,No,15.3 x 6.3 x 2.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88779fc5af34f8f3dff0,Stiletto FH10-C 10-Ounce Titanium Finish Hammer,1,Stiletto,,4.2 out of 5 stars,https://www.amazon.com/Stiletto-FH10-C-10-Ounce-Titanium-Finish/dp/B00006JKX6/ref=sr_1_82/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-82&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88779fc5af34f8f3dff1,Wilton 11112 B.A.S.H Shop Hammer Kit,0,Wilton,$119.70,4.3 out of 5 stars,https://www.amazon.com/Wilton-11112-S-H-Shop-Hammer/dp/B01CVKL0E6/ref=sr_1_83/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-83&keywords=hammer,11112,6.4 pounds,18.5 x 15.5 x 3.5 inches,11112,1,,,B.A.S.H Shop Hammer Kit,,No,,Lifetime,,,,,,,,,,,Not Applicable,corded-electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88779fc5af34f8f3dff2,"TEKTON 30123 Jacketed Fiberglass Claw Hammer, 16-Ounce",0,TEKTON,$10.77,4.4 out of 5 stars,https://www.amazon.com/TEKTON-30123-Jacketed-Fiberglass-16-Ounce/dp/B00GD2V3R8/ref=sr_1_84/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-84&keywords=hammer,30123,1.54 pounds,13 x 5.4 x 1.2 inches,30123,1,1,,,No,No,,Always Guaranteed: support@tekton.com,,1,,,,,,,Claw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88779fc5af34f8f3dff3,"Estwing E3-16C 16 Oz 13"" Claw Hammer Metal Handle",1,Estwing,,4.7 out of 5 stars,https://www.amazon.com/Estwing-E3-16C-Hammer-Metal-Handle/dp/B00002N5NA/ref=sr_1_85/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-85&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88789fc5af34f8f3dff4,"Fiskars IsoCore 22 oz Milled-face Framing Hammer, 16 Inch",1,Fiskars,,4.8 out of 5 stars,https://www.amazon.com/Fiskars-IsoCore-Milled-face-Framing-Hammer/dp/B01CDDLYYW/ref=sr_1_86/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-86&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88789fc5af34f8f3dff5,Seymour 407-19 16-Inch Ball Peen Hammer Handle,1,Seymour,$8.29,4.2 out of 5 stars,https://www.amazon.com/Seymour-407-19-16-Inch-Hammer-Handle/dp/B000H1B7PE/ref=sr_1_87/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-87&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88789fc5af34f8f3dff6,Great Neck HG16S 16 Oz Ripping Hammer Fiberglass,1,Great Neck,,4.9 out of 5 stars,https://www.amazon.com/Great-Neck-HG16S-Ripping-Fiberglass/dp/B000FP8E2G/ref=sr_1_88/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-88&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88789fc5af34f8f3dff7,Estwing Ultra Series Hammer - 19 oz Rip Claw Framer with Milled Face & Shock Reduction Grip - EB-19SM,0,Estwing,$33.85,4.0 out of 5 stars,https://www.amazon.com/Estwing-Ultra-Hammer-Reduction-EB-19SM/dp/B00FF2TK68/ref=sr_1_89/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-89&keywords=hammer,EB-19SM,2.17 pounds,15.4 x 5.8 x 1.7 inches,EB-19SM,1,1,Metric,nail hammer,No,No,,,19 oz (Ounces),1,,19 oz (Ounces),,,,,Milled Face,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88789fc5af34f8f3dff8,"Pittsburgh Stubby Ball Pein Hammer, 8 oz",1,Pittsburgh,,4.5 out of 5 stars,https://www.amazon.com/Pittsburgh-Stubby-Ball-Pein-Hammer/dp/B008G3VC8C/ref=sr_1_90/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-90&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88799fc5af34f8f3dff9,Stiletto 15oz Titanium Tibone Claw Hammer Tb15mc New Sale Price Great Deal,1,SK1,,,https://www.amazon.com/Stiletto-Titanium-Tibone-Hammer-Tb15mc/dp/B01D8UC1O6/ref=sr_1_91/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-91&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88799fc5af34f8f3dffa,"TEKTON 30709 Dead Blow Hammer Set with 16, 32 and 48-Ounce",0,TEKTON,$28.57,4.4 out of 5 stars,https://www.amazon.com/TEKTON-30709-Dead-Hammer-48-Ounce/dp/B00GMN4F3C/ref=sr_1_92/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-92&keywords=hammer,30709,6.61 pounds,14 x 15 x 2.2 inches,30709,1,3,,,No,No,,Always Guaranteed: support@tekton.com,Set,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a88799fc5af34f8f3dffb,"Stanley FMHT51297 FATMAX AntiVibe Fiberglass Engineering Sledge Hammer, 4 lb",0,Stanley,$25.99,5.0 out of 5 stars,https://www.amazon.com/Stanley-FMHT51297-AntiVibe-Fiberglass-Engineering/dp/B01KLI9JBG/ref=sr_1_93/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-93&keywords=hammer,FMHT51297,5.1 pounds,14.3 x 5 x 1.9 inches,FMHT51297,1,,Metric,1) 4lb Hammer,,No,,Limited Lifetime Warranty,4 lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a887a9fc5af34f8f3dffc,SE 8355HH 5-IN-1 Dual Interchangeable Hammer,0,SE,$14.99,4.1 out of 5 stars,https://www.amazon.com/SE-8355HH-Dual-Interchangeable-Hammer/dp/B000Z7GGKQ/ref=sr_1_94/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-94&keywords=hammer,8355HH,3.2 ounces,14.3 x 11.7 x 23.4 inches,8355HH,1,1,Metric,5 in 1 Hammer,No,No,,,,1,Click here for Proposition 65 warning,,,,,,,plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a887a9fc5af34f8f3dffd,"ABN Ball Pein Hammer 5-pc Set – 8, 12, 16, 24, 32 oz Ounce – Fiberglass & Carbon Steel for Metal Rivet, Chisel, Punch",1,ABN,,4.3 out of 5 stars,https://www.amazon.com/ABN-Ball-Pein-Hammer-5-pc/dp/B079P6MLZW/ref=sr_1_95/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-95&keywords=hammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a887a9fc5af34f8f3dffe,Pit Bull CHIHD190 2 lb Neon Dead Blow Hammer,0,Pit Bull,$13.11,4.5 out of 5 stars,https://www.amazon.com/Pit-Bull-CHIHD190-Neon-Hammer/dp/B0025Z807I/ref=sr_1_96/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-96&keywords=hammer,CHIHD190,2.05 pounds,14.5 x 5.2 x 2.5 inches,CHIHD190,1,,,,No,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a887a9fc5af34f8f3dfff,Estwing BIG BLUE Drilling/Crack Hammer - 4-Pound Long Handle Sledge with Forged Steel Construction & Shock Reduction Grip - B3-4LBL,0,Estwing,$48.18,4.7 out of 5 stars,https://www.amazon.com/Estwing-BLUE-Drilling-Crack-Hammer/dp/B00047EWQ2/ref=sr_1_97/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-97&keywords=hammer,B3-4LBL,4.76 pounds,15.8 x 5 x 1.8 inches,B3-4LBL,1,,,,No,No,,,,1,,Blue,,,,,,,,corded-electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a887a9fc5af34f8f3e000,Stiletto TB15SC TiBone 15-Ounce Titanium Smooth Face Hammer (Curved Handle),0,Stiletto,$197.99,3.9 out of 5 stars,https://www.amazon.com/Stiletto-TB15SC-TiBone-15-Ounce-Titanium/dp/B00006RGL0/ref=sr_1_98/147-6603142-7052802?s=power-hand-tools&ie=UTF8&qid=1529051822&sr=1-98&keywords=hammer,TB15SC,2.55 pounds,21 x 2 x 8 inches,TB15SC,1,,,,No,No,,30 Days,,,Click here for Proposition 65 warning,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a887b9fc5af34f8f3e001,GreatBBA 9 Piece Pneumatic Chisel Air Hammer Punch Chipping Bits Set,0,GreatBBA,$33.29,3.0 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_tools_sr_pg4_2?ie=UTF8&adId=A09898791H8UGJS5O46IA&url=https%3A%2F%2Fwww.amazon.com%2FGreatBBA-Pneumatic-Chisel-Hammer-Chipping%2Fdp%2FB07CM9C9BR%2Fref%3Dsr_1_99_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529051822%26sr%3D1-99-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529051821&id=1698198768681982&widgetName=sp_btf,,2.58 pounds,,,9,,,,No,No,8.8 x 5.3 x 1.5 inches,,,,,,,,,,,"40RC steel,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a887b9fc5af34f8f3e002,Eaton cutler hammer challenger Westinghouse bryant CH SERIES 1 single pole 20 amp cafi afci combination type arc fault circuit breaker ch120af new up to code model ch120caf,0,cutler hammer challenger,$43.95,3.3 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_tools_sr_pg4_1?ie=UTF8&adId=A00915522OR53WODAB5PP&url=https%3A%2F%2Fwww.amazon.com%2Fcutler-hammer-challenger-Westinghouse-ch120caf%2Fdp%2FB00H27RZOI%2Fref%3Dsr_1_100_sspa%2F147-6603142-7052802%3Fs%3Dpower-hand-tools%26ie%3DUTF8%26qid%3D1529051822%26sr%3D1-100-spons%26keywords%3Dhammer%26psc%3D1&qualifier=1529051821&id=1698198768681982&widgetName=sp_btf,ch120caf ch120cafcs,8 ounces,,ch120caf ch120cafcs,1,,,,No,No,5.8 x 3.7 x 1.4 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b6a887b9fc5af34f8f3e003,,1,,,,https://www.amazon.com/gp/help/customer/display.html/ref=sr_hms_help/147-6603142-7052802?nodeId=468556&ie=UTF8&qid=1529051822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
